nb_drones: 5

# ── HUBS ──
start_hub: hub_21509749 51124 544073 [color=green max_drones=5]
hub: node_258359604 51245 544037 [zone=normal color=blue max_drones=2]
hub: node_33070824 51239 544035 [zone=normal color=blue max_drones=2]
hub: node_886868107 51229 544032 [zone=normal color=blue max_drones=2]
hub: node_95000477 51235 544047 [zone=normal color=blue max_drones=2]
hub: node_33070859 51240 544013 [zone=normal color=blue max_drones=2]
hub: node_257736733 51237 544011 [zone=normal color=blue max_drones=2]
hub: node_33070871 51243 544008 [zone=normal color=blue max_drones=2]
hub: node_33070886 51250 543996 [zone=normal color=blue max_drones=2]
hub: node_258359612 51261 544017 [zone=normal color=blue max_drones=2]
hub: node_266637266 51254 543997 [zone=normal color=blue max_drones=2]
hub: node_260000119 51255 543980 [zone=normal color=blue max_drones=2]
hub: node_33203792 51602 544160 [zone=normal color=blue max_drones=2]
hub: node_1255924044 51595 544160 [zone=normal color=blue max_drones=2]
hub: node_81701150 51608 544160 [zone=normal color=blue max_drones=2]
hub: node_130134555 51601 544146 [zone=normal color=blue max_drones=2]
hub: node_1252221016 51604 544178 [zone=normal color=blue max_drones=2]
hub: node_1473284721 51428 544080 [zone=normal color=blue max_drones=2]
hub: node_33203799 51402 544066 [zone=normal color=blue max_drones=2]
hub: node_38157924 51411 544064 [zone=normal color=blue max_drones=2]
hub: node_95061575 51400 544057 [zone=normal color=blue max_drones=2]
hub: node_33203801 51405 544072 [zone=normal color=blue max_drones=2]
hub: node_33240933 51576 544125 [zone=normal color=blue max_drones=2]
hub: node_33972181 51678 544346 [zone=normal color=blue max_drones=10]
hub: node_96062011 51690 544345 [zone=normal color=blue max_drones=2]
hub: node_96061569 51679 544362 [zone=normal color=blue max_drones=10]
hub: node_33973496 51594 544504 [zone=normal color=blue max_drones=5]
hub: node_2903635970 51594 544503 [zone=normal color=blue max_drones=5]
hub: node_2619432200 51595 544503 [zone=normal color=blue max_drones=5]
hub: node_1103272428 51336 544765 [zone=normal color=blue max_drones=2]
hub: node_34484298 51427 544341 [zone=normal color=blue max_drones=2]
hub: node_710971586 51428 544342 [zone=normal color=blue max_drones=2]
hub: node_34567597 51378 544051 [zone=normal color=blue max_drones=2]
hub: node_255722931 51363 544062 [zone=normal color=blue max_drones=2]
hub: node_655154934 51378 544062 [zone=normal color=blue max_drones=2]
hub: node_60700717 51382 544045 [zone=normal color=blue max_drones=2]
hub: node_35974283 51662 544122 [zone=normal color=blue max_drones=2]
hub: node_409138616 51662 544120 [zone=normal color=blue max_drones=2]
hub: node_95112515 51659 544121 [zone=normal color=blue max_drones=2]
hub: node_1243241576 51595 544146 [zone=normal color=blue max_drones=2]
hub: node_343206180 51594 544137 [zone=normal color=blue max_drones=2]
hub: node_3900621035 51453 544346 [zone=normal color=blue max_drones=10]
hub: node_36670902 51435 544425 [zone=normal color=blue max_drones=5]
hub: node_800171275 51435 544435 [zone=normal color=blue max_drones=5]
hub: node_36670913 51432 544392 [zone=normal color=blue max_drones=5]
hub: node_12657294311 51430 544386 [zone=normal color=blue max_drones=5]
hub: node_1069988887 51630 544532 [zone=normal color=blue max_drones=2]
hub: node_95964084 51623 544497 [zone=normal color=blue max_drones=2]
hub: node_95061584 51410 544059 [zone=normal color=blue max_drones=2]
hub: node_95063773 51416 544063 [zone=normal color=blue max_drones=2]
hub: node_38157975 51455 544047 [zone=normal color=blue max_drones=2]
hub: node_266010795 51457 544053 [zone=normal color=blue max_drones=2]
hub: node_38157993 51465 544045 [zone=normal color=blue max_drones=2]
hub: node_385123796 51427 544056 [zone=normal color=blue max_drones=2]
hub: node_95065926 51473 544053 [zone=normal color=blue max_drones=2]
hub: node_95061582 51409 544055 [zone=normal color=blue max_drones=2]
hub: node_38196333 51340 544198 [zone=normal color=blue max_drones=2]
hub: node_38229347 51169 544345 [zone=normal color=blue max_drones=2]
hub: node_94872075 51167 544337 [zone=normal color=blue max_drones=2]
hub: node_38229354 51164 544317 [zone=normal color=blue max_drones=2]
hub: node_38229383 51148 544316 [zone=normal color=blue max_drones=2]
hub: node_38916856 51381 544341 [zone=normal color=blue max_drones=2]
hub: node_441777005 51399 544344 [zone=normal color=blue max_drones=2]
hub: node_38919213 51383 544350 [zone=normal color=blue max_drones=2]
hub: node_38927755 51385 544349 [zone=normal color=blue max_drones=2]
hub: node_38920349 51381 544351 [zone=normal color=blue max_drones=2]
hub: node_38920346 51372 544353 [zone=normal color=blue max_drones=2]
hub: node_94616719 51372 544353 [zone=normal color=blue max_drones=2]
hub: node_38920351 51383 544361 [zone=normal color=blue max_drones=2]
hub: node_38920352 51379 544362 [zone=normal color=blue max_drones=2]
hub: node_82615200 51388 544360 [zone=normal color=blue max_drones=2]
hub: node_38927726 51398 544358 [zone=normal color=blue max_drones=2]
hub: node_2775389423 51398 544369 [zone=normal color=blue max_drones=2]
hub: node_94626426 51394 544346 [zone=normal color=blue max_drones=2]
hub: node_38927805 51391 544351 [zone=normal color=blue max_drones=2]
hub: node_38927992 51363 544367 [zone=normal color=blue max_drones=2]
hub: node_38929389 51419 544349 [zone=normal color=blue max_drones=2]
hub: node_94905087 51419 544349 [zone=normal color=blue max_drones=2]
hub: node_41318327 51794 544410 [zone=normal color=blue max_drones=2]
hub: node_41318714 51632 544515 [zone=normal color=blue max_drones=2]
hub: node_361202065 51635 544529 [zone=normal color=blue max_drones=2]
hub: node_361202085 51638 544514 [zone=normal color=blue max_drones=2]
hub: node_56398064 51219 544479 [zone=normal color=blue max_drones=2]
hub: node_95158373 51233 544487 [zone=normal color=blue max_drones=2]
hub: node_56398092 51262 544482 [zone=normal color=blue max_drones=2]
hub: node_95147953 51259 544487 [zone=normal color=blue max_drones=5]
hub: node_56402436 51312 544417 [zone=normal color=blue max_drones=5]
hub: node_1145614001 51293 544416 [zone=normal color=blue max_drones=2]
hub: node_94953671 51318 544405 [zone=normal color=blue max_drones=5]
hub: node_57185634 51649 544305 [zone=normal color=blue max_drones=2]
hub: node_1558997512 51651 544319 [zone=normal color=blue max_drones=2]
hub: node_59938548 51274 544019 [zone=normal color=blue max_drones=2]
hub: node_266504485 51270 544030 [zone=normal color=blue max_drones=2]
hub: node_260000125 51286 544019 [zone=normal color=blue max_drones=2]
hub: node_260000126 51266 544018 [zone=normal color=blue max_drones=2]
hub: node_59938559 51289 544019 [zone=normal color=blue max_drones=2]
hub: node_260729621 51292 544018 [zone=normal color=blue max_drones=2]
hub: node_266522988 51290 544023 [zone=normal color=blue max_drones=2]
hub: node_60328724 51668 544358 [zone=normal color=blue max_drones=2]
hub: node_534967489 51670 544369 [zone=normal color=blue max_drones=10]
hub: node_96055557 51667 544347 [zone=normal color=blue max_drones=2]
hub: node_535188972 51677 544357 [zone=normal color=blue max_drones=10]
hub: node_60330067 51602 544463 [zone=normal color=blue max_drones=2]
hub: node_95949573 51600 544464 [zone=normal color=blue max_drones=2]
hub: node_95964070 51608 544484 [zone=normal color=blue max_drones=2]
hub: node_441246097 51606 544462 [zone=normal color=blue max_drones=2]
hub: node_60330069 51612 544499 [zone=normal color=blue max_drones=2]
hub: node_95964068 51609 544488 [zone=normal color=blue max_drones=2]
hub: node_60330264 51567 544550 [zone=normal color=blue max_drones=2]
hub: node_60330276 51547 544547 [zone=normal color=blue max_drones=2]
hub: node_1554352312 51559 544569 [zone=normal color=blue max_drones=2]
hub: node_60475504 51600 544366 [zone=normal color=blue max_drones=2]
hub: node_491491180 51600 544368 [zone=normal color=blue max_drones=2]
hub: node_60608978 51862 544320 [zone=normal color=blue max_drones=2]
hub: node_60700451 51386 543937 [zone=normal color=blue max_drones=2]
hub: node_1102833756 51387 543940 [zone=normal color=blue max_drones=5]
hub: node_60700708 51409 544024 [zone=normal color=blue max_drones=2]
hub: node_432387967 51386 544041 [zone=normal color=blue max_drones=2]
hub: node_60941230 51397 544415 [zone=normal color=blue max_drones=2]
hub: node_60953674 51396 544414 [zone=normal color=blue max_drones=2]
hub: node_60941828 51351 544381 [zone=normal color=blue max_drones=2]
hub: node_1345205161 51364 544375 [zone=normal color=blue max_drones=2]
hub: node_94922478 51351 544383 [zone=normal color=blue max_drones=2]
hub: node_60952482 51342 544380 [zone=normal color=blue max_drones=2]
hub: node_60941829 51352 544387 [zone=normal color=blue max_drones=2]
hub: node_60941832 51352 544396 [zone=normal color=blue max_drones=2]
hub: node_94982179 51339 544385 [zone=normal color=blue max_drones=2]
hub: node_94925287 51346 544395 [zone=normal color=blue max_drones=2]
hub: node_94960102 51352 544402 [zone=normal color=blue max_drones=2]
hub: node_60941835 51355 544410 [zone=normal color=blue max_drones=2]
hub: node_94960105 51351 544409 [zone=normal color=blue max_drones=2]
hub: node_60941836 51355 544414 [zone=normal color=blue max_drones=2]
hub: node_60953677 51366 544416 [zone=normal color=blue max_drones=2]
hub: node_60941838 51355 544422 [zone=normal color=blue max_drones=2]
hub: node_94958496 51346 544422 [zone=normal color=blue max_drones=2]
hub: node_94978069 51374 544425 [zone=normal color=blue max_drones=2]
hub: node_60941839 51388 544430 [zone=normal color=blue max_drones=2]
hub: node_94964225 51389 544432 [zone=normal color=blue max_drones=2]
hub: node_94970030 51391 544421 [zone=normal color=blue max_drones=2]
hub: node_60941845 51397 544421 [zone=normal color=blue max_drones=2]
hub: node_60941847 51397 544427 [zone=normal color=blue max_drones=2]
hub: node_60951571 51321 544424 [zone=normal color=blue max_drones=2]
hub: node_94955768 51321 544421 [zone=normal color=blue max_drones=2]
hub: node_60951706 51329 544425 [zone=normal color=blue max_drones=2]
hub: node_94958486 51329 544421 [zone=normal color=blue max_drones=2]
hub: node_60951708 51337 544425 [zone=normal color=blue max_drones=2]
hub: node_94958491 51337 544422 [zone=normal color=blue max_drones=2]
hub: node_60951710 51346 544425 [zone=normal color=blue max_drones=2]
hub: node_60951711 51346 544409 [zone=normal color=blue max_drones=2]
hub: node_353895486 51344 544409 [zone=normal color=blue max_drones=2]
hub: node_60951964 51325 544400 [zone=normal color=blue max_drones=2]
hub: node_94953676 51324 544407 [zone=normal color=blue max_drones=2]
hub: node_60953671 51376 544410 [zone=normal color=blue max_drones=2]
hub: node_94978065 51375 544417 [zone=normal color=blue max_drones=2]
hub: node_60953672 51384 544412 [zone=normal color=blue max_drones=2]
hub: node_60953673 51393 544414 [zone=normal color=blue max_drones=2]
hub: node_60953679 51383 544418 [zone=normal color=blue max_drones=2]
hub: node_254504951 51738 544393 [zone=normal color=blue max_drones=2]
hub: node_254504961 51760 544387 [zone=normal color=blue max_drones=2]
hub: node_60954489 51820 544399 [zone=normal color=blue max_drones=2]
hub: node_1634280530 51350 543944 [zone=normal color=blue max_drones=10]
hub: node_12551734746 51351 543948 [zone=normal color=blue max_drones=5]
hub: node_76704877 51360 543948 [zone=normal color=blue max_drones=5]
hub: node_9362423858 51354 543949 [zone=normal color=blue max_drones=5]
hub: node_4100191552 51364 543948 [zone=normal color=blue max_drones=5]
hub: node_12551734728 51362 543950 [zone=normal color=blue max_drones=2]
hub: node_1559022262 51608 544177 [zone=normal color=blue max_drones=2]
hub: node_452168536 51443 544491 [zone=normal color=blue max_drones=2]
hub: node_452168533 51454 544487 [zone=normal color=blue max_drones=2]
hub: node_452168541 51456 544494 [zone=normal color=blue max_drones=2]
hub: node_81723882 51457 544501 [zone=normal color=blue max_drones=2]
hub: node_81723897 51457 544505 [zone=normal color=blue max_drones=2]
hub: node_81723887 51457 544509 [zone=normal color=blue max_drones=2]
hub: node_81723901 51472 544505 [zone=normal color=blue max_drones=2]
hub: node_418938561 51454 544516 [zone=normal color=blue max_drones=2]
hub: node_271406775 51431 544519 [zone=normal color=blue max_drones=5]
hub: node_270504421 51449 544535 [zone=normal color=blue max_drones=2]
hub: node_81733914 51453 544535 [zone=normal color=blue max_drones=2]
hub: node_281072631 51473 544538 [zone=normal color=blue max_drones=2]
hub: node_81733927 51464 544541 [zone=normal color=blue max_drones=2]
hub: node_281072612 51466 544553 [zone=normal color=blue max_drones=2]
hub: node_81733945 51466 544557 [zone=normal color=blue max_drones=2]
hub: node_602618386 51464 544563 [zone=normal color=blue max_drones=2]
hub: node_281071810 51465 544567 [zone=normal color=blue max_drones=2]
hub: node_81733982 51449 544591 [zone=normal color=blue max_drones=2]
hub: node_430124222 51448 544587 [zone=normal color=blue max_drones=2]
hub: node_1014721479 51439 544593 [zone=normal color=blue max_drones=5]
hub: node_81733991 51460 544590 [zone=normal color=blue max_drones=2]
hub: node_81733985 51439 544593 [zone=normal color=blue max_drones=5]
hub: node_948191805 51429 544595 [zone=normal color=blue max_drones=2]
hub: node_81745043 51439 544601 [zone=normal color=blue max_drones=5]
hub: node_81733997 51458 544585 [zone=normal color=blue max_drones=2]
hub: node_81734005 51456 544581 [zone=normal color=blue max_drones=2]
hub: node_430124224 51455 544577 [zone=normal color=blue max_drones=2]
hub: node_81734035 51463 544565 [zone=normal color=blue max_drones=2]
hub: node_270503907 51463 544567 [zone=normal color=blue max_drones=2]
hub: node_270504413 51451 544561 [zone=normal color=blue max_drones=2]
hub: node_81742405 51426 544621 [zone=normal color=blue max_drones=5]
hub: node_435601406 51410 544614 [zone=normal color=blue max_drones=5]
hub: node_2411829878 51427 544621 [zone=normal color=blue max_drones=5]
hub: node_81742413 51421 544612 [zone=normal color=blue max_drones=2]
hub: node_266874477 51408 544594 [zone=normal color=blue max_drones=2]
hub: node_81748586 51405 544599 [zone=normal color=blue max_drones=2]
hub: node_429215523 51362 544576 [zone=normal color=blue max_drones=2]
hub: node_81748622 51350 544562 [zone=normal color=blue max_drones=2]
hub: node_81755998 51345 544560 [zone=normal color=blue max_drones=2]
hub: node_81748628 51344 544559 [zone=normal color=blue max_drones=2]
hub: node_428803439 51371 544601 [zone=normal color=blue max_drones=5]
hub: node_81806438 51292 544042 [zone=normal color=blue max_drones=2]
hub: node_266522979 51293 544036 [zone=normal color=blue max_drones=2]
hub: node_86050654 51648 544123 [zone=normal color=blue max_drones=2]
hub: node_1213558187 51647 544119 [zone=normal color=blue max_drones=2]
hub: node_2286708121 51627 544126 [zone=normal color=blue max_drones=2]
hub: node_86050666 51666 544114 [zone=normal color=blue max_drones=2]
hub: node_86050684 51636 544143 [zone=normal color=blue max_drones=2]
hub: node_1203434082 51640 544158 [zone=normal color=blue max_drones=2]
hub: node_86054014 51653 544143 [zone=normal color=blue max_drones=2]
hub: node_86050757 51658 544147 [zone=normal color=blue max_drones=2]
hub: node_86053975 51641 544177 [zone=normal color=blue max_drones=2]
hub: node_1203433999 51658 544168 [zone=normal color=blue max_drones=2]
hub: node_1203433853 51644 544174 [zone=normal color=blue max_drones=2]
hub: node_90465707 51731 544190 [zone=normal color=blue max_drones=2]
hub: node_90465708 51733 544190 [zone=normal color=blue max_drones=2]
hub: node_1067949253 51758 544224 [zone=normal color=blue max_drones=2]
hub: node_583331040 51217 544573 [zone=normal color=blue max_drones=2]
hub: node_1556688060 51259 544538 [zone=normal color=blue max_drones=10]
hub: node_91716534 51246 544473 [zone=normal color=blue max_drones=2]
hub: node_1536878684 51275 544485 [zone=normal color=blue max_drones=10]
hub: node_94066561 51708 544359 [zone=normal color=blue max_drones=2]
hub: node_266652926 51700 544359 [zone=normal color=blue max_drones=2]
hub: node_1561447085 51717 544357 [zone=normal color=blue max_drones=2]
hub: node_94066569 51709 544369 [zone=normal color=blue max_drones=2]
hub: node_96068889 51706 544343 [zone=normal color=blue max_drones=2]
hub: node_289467306 51697 544331 [zone=normal color=blue max_drones=2]
hub: node_2272643215 51706 544317 [zone=normal color=blue max_drones=2]
hub: node_1561447088 51707 544372 [zone=normal color=blue max_drones=2]
hub: node_11150211508 51877 544257 [zone=normal color=blue max_drones=2]
hub: node_94072320 51814 544335 [zone=normal color=blue max_drones=2]
hub: node_1132413080 51813 544320 [zone=normal color=blue max_drones=2]
hub: node_94072323 51809 544339 [zone=normal color=blue max_drones=2]
hub: node_275376463 51823 544355 [zone=normal color=blue max_drones=2]
hub: node_275376454 51810 544342 [zone=normal color=blue max_drones=2]
hub: node_94077919 51807 544336 [zone=normal color=blue max_drones=2]
hub: node_95045162 51808 544319 [zone=normal color=blue max_drones=2]
hub: node_94075484 51819 544361 [zone=normal color=blue max_drones=2]
hub: node_275376466 51818 544359 [zone=normal color=blue max_drones=2]
hub: node_94075492 51818 544363 [zone=normal color=blue max_drones=2]
hub: node_94076581 51810 544366 [zone=normal color=blue max_drones=2]
hub: node_94076593 51798 544364 [zone=normal color=blue max_drones=2]
hub: node_94076609 51786 544346 [zone=normal color=blue max_drones=2]
hub: node_94077891 51793 544335 [zone=normal color=blue max_drones=2]
hub: node_94077895 51792 544329 [zone=normal color=blue max_drones=2]
hub: node_1069235505 51795 544343 [zone=normal color=blue max_drones=2]
hub: node_471116629 51798 544331 [zone=normal color=blue max_drones=2]
hub: node_94655043 51401 544261 [zone=normal color=blue max_drones=2]
hub: node_94593166 51660 544436 [zone=normal color=blue max_drones=2]
hub: node_94593168 51657 544427 [zone=normal color=blue max_drones=2]
hub: node_96058567 51669 544421 [zone=normal color=blue max_drones=2]
hub: node_1431732873 51651 544439 [zone=normal color=blue max_drones=2]
hub: node_1431732864 51649 544429 [zone=normal color=blue max_drones=2]
hub: node_1559022274 51395 544183 [zone=normal color=blue max_drones=2]
hub: node_94675162 51432 544067 [zone=normal color=blue max_drones=2]
hub: node_95061585 51416 544068 [zone=normal color=blue max_drones=2]
hub: node_255711596 51431 544062 [zone=normal color=blue max_drones=2]
hub: node_94816107 51655 544260 [zone=normal color=blue max_drones=2]
hub: node_130426255 51662 544259 [zone=normal color=blue max_drones=2]
hub: node_1227186318 51656 544273 [zone=normal color=blue max_drones=2]
hub: node_1227193620 51634 544276 [zone=normal color=blue max_drones=2]
hub: node_364663541 51631 544169 [zone=normal color=blue max_drones=2]
hub: node_364663554 51628 544170 [zone=normal color=blue max_drones=2]
hub: node_94870757 51181 544337 [zone=normal color=blue max_drones=2]
hub: node_94870769 51198 544345 [zone=normal color=blue max_drones=2]
hub: node_278554533 51212 544335 [zone=normal color=blue max_drones=2]
hub: node_94905095 51417 544344 [zone=normal color=blue max_drones=2]
hub: node_94905116 51407 544346 [zone=normal color=blue max_drones=2]
hub: node_713583697 51423 544354 [zone=normal color=blue max_drones=5]
hub: node_248060126 51377 544382 [zone=normal color=blue max_drones=2]
hub: node_94944265 51339 544394 [zone=normal color=blue max_drones=2]
hub: node_94952249 51330 544407 [zone=normal color=blue max_drones=2]
hub: node_94964218 51337 544408 [zone=normal color=blue max_drones=2]
hub: node_94952253 51329 544407 [zone=normal color=blue max_drones=2]
hub: node_251355092 51319 544403 [zone=normal color=blue max_drones=5]
hub: node_94954349 51321 544406 [zone=normal color=blue max_drones=2]
hub: node_1728178673 51389 544435 [zone=normal color=blue max_drones=10]
hub: node_7531636293 51402 544435 [zone=normal color=blue max_drones=2]
hub: node_260000131 51255 544052 [zone=normal color=blue max_drones=2]
hub: node_95006137 51216 544050 [zone=normal color=blue max_drones=2]
hub: node_257736722 51197 544032 [zone=normal color=blue max_drones=2]
hub: node_886868109 51229 544032 [zone=normal color=blue max_drones=2]
hub: node_95034779 51786 544214 [zone=normal color=blue max_drones=2]
hub: node_1067949146 51758 544225 [zone=normal color=blue max_drones=2]
hub: node_95048538 51781 544268 [zone=normal color=blue max_drones=2]
hub: node_95048540 51772 544270 [zone=normal color=blue max_drones=2]
hub: node_95048541 51768 544257 [zone=normal color=blue max_drones=2]
hub: node_331850113 51760 544259 [zone=normal color=blue max_drones=2]
hub: node_430124218 51392 544053 [zone=normal color=blue max_drones=2]
hub: node_385123749 51428 544061 [zone=normal color=blue max_drones=2]
hub: node_95063787 51442 544057 [zone=normal color=blue max_drones=2]
hub: node_373479088 51481 544075 [zone=normal color=blue max_drones=2]
hub: node_428069331 51533 544045 [zone=normal color=blue max_drones=2]
hub: node_2287260690 51591 544217 [zone=normal color=blue max_drones=10]
hub: node_1305814520 51584 544232 [zone=normal color=blue max_drones=2]
hub: node_367695856 51607 544228 [zone=normal color=blue max_drones=10]
hub: node_367693833 51636 544219 [zone=normal color=blue max_drones=2]
hub: node_1236486137 51622 544227 [zone=normal color=blue max_drones=2]
hub: node_1133490603 51679 544216 [zone=normal color=blue max_drones=2]
hub: node_95140053 51417 544482 [zone=normal color=blue max_drones=5]
hub: node_2945724281 51427 544516 [zone=normal color=blue max_drones=5]
hub: node_452168545 51421 544486 [zone=normal color=blue max_drones=2]
hub: node_430871922 51434 544452 [zone=normal color=blue max_drones=5]
hub: node_1042254973 51303 544519 [zone=normal color=blue max_drones=2]
hub: node_423011104 51287 544522 [zone=normal color=blue max_drones=2]
hub: node_1042255065 51311 544533 [zone=normal color=blue max_drones=2]
hub: node_1055806680 51238 544475 [zone=normal color=blue max_drones=5]
hub: node_1536878700 51269 544493 [zone=normal color=blue max_drones=10]
hub: node_667751126 51220 544488 [zone=normal color=blue max_drones=2]
hub: node_95964065 51611 544449 [zone=normal color=blue max_drones=2]
hub: node_2619432188 51588 544468 [zone=normal color=blue max_drones=5]
hub: node_441245900 51612 544455 [zone=normal color=blue max_drones=2]
hub: node_95964081 51620 544484 [zone=normal color=blue max_drones=2]
hub: node_95964082 51619 544481 [zone=normal color=blue max_drones=2]
hub: node_441245802 51613 544460 [zone=normal color=blue max_drones=2]
hub: node_96030150 51660 544382 [zone=normal color=blue max_drones=2]
hub: node_96032777 51643 544372 [zone=normal color=blue max_drones=10]
hub: node_96032049 51669 544381 [zone=normal color=blue max_drones=2]
hub: node_684617609 51619 544385 [zone=normal color=blue max_drones=2]
hub: node_96032046 51670 544392 [zone=normal color=blue max_drones=2]
hub: node_534967483 51643 544371 [zone=normal color=blue max_drones=10]
hub: node_249173821 51630 544374 [zone=normal color=blue max_drones=10]
hub: node_1168653539 51686 544258 [zone=normal color=blue max_drones=2]
hub: node_1561447030 51672 544273 [zone=normal color=blue max_drones=10]
hub: node_96034844 51674 544290 [zone=normal color=blue max_drones=10]
hub: node_536673959 51672 544290 [zone=normal color=blue max_drones=10]
hub: node_739963329 51665 544335 [zone=normal color=blue max_drones=2]
hub: node_535188968 51677 544346 [zone=normal color=blue max_drones=10]
hub: node_739900911 51655 544348 [zone=normal color=blue max_drones=2]
hub: node_96057115 51692 544370 [zone=normal color=blue max_drones=2]
hub: node_1431755354 51687 544370 [zone=normal color=blue max_drones=2]
hub: node_518381874 51692 544364 [zone=normal color=blue max_drones=2]
hub: node_1561447092 51695 544388 [zone=normal color=blue max_drones=2]
hub: node_1431752261 51689 544408 [zone=normal color=blue max_drones=2]
hub: node_96060104 51637 544443 [zone=normal color=blue max_drones=2]
hub: node_96060107 51635 544437 [zone=normal color=blue max_drones=2]
hub: node_96060109 51633 544429 [zone=normal color=blue max_drones=2]
hub: node_1431732869 51650 544434 [zone=normal color=blue max_drones=2]
hub: node_683971002 51625 544428 [zone=normal color=blue max_drones=2]
hub: node_96061992 51691 544360 [zone=normal color=blue max_drones=2]
hub: node_534972405 51680 544369 [zone=normal color=blue max_drones=10]
hub: node_289467301 51697 544344 [zone=normal color=blue max_drones=2]
hub: node_96062338 51688 544332 [zone=normal color=blue max_drones=2]
hub: node_289467303 51696 544331 [zone=normal color=blue max_drones=2]
hub: node_1225347561 51687 544332 [zone=normal color=blue max_drones=2]
hub: node_1156628574 51730 544340 [zone=normal color=blue max_drones=2]
hub: node_96070463 51639 544337 [zone=normal color=blue max_drones=2]
hub: node_96070464 51641 544350 [zone=normal color=blue max_drones=2]
hub: node_13157483176 51653 544336 [zone=normal color=blue max_drones=2]
hub: node_249146870 51642 544360 [zone=normal color=blue max_drones=2]
hub: node_249176826 51649 544349 [zone=normal color=blue max_drones=2]
hub: node_249173793 51626 544352 [zone=normal color=blue max_drones=10]
hub: node_249145716 51622 544358 [zone=normal color=blue max_drones=2]
hub: node_436620153 51620 544347 [zone=normal color=blue max_drones=2]
hub: node_353892978 51602 544363 [zone=normal color=blue max_drones=2]
hub: node_96078495 51599 544358 [zone=normal color=blue max_drones=2]
hub: node_96081296 51586 544342 [zone=normal color=blue max_drones=2]
hub: node_442689986 51599 544357 [zone=normal color=blue max_drones=2]
hub: node_96086354 51591 544340 [zone=normal color=blue max_drones=2]
hub: node_3076536394 51582 544329 [zone=normal color=blue max_drones=2]
hub: node_96084663 51597 544339 [zone=normal color=blue max_drones=2]
hub: node_289742774 51597 544343 [zone=normal color=blue max_drones=2]
hub: node_96084666 51598 544344 [zone=normal color=blue max_drones=2]
hub: node_442694563 51600 544344 [zone=normal color=blue max_drones=2]
hub: node_96879408 51462 544466 [zone=normal color=blue max_drones=10]
hub: node_989198373 51456 544447 [zone=normal color=blue max_drones=10]
hub: node_4042079186 51457 544428 [zone=normal color=blue max_drones=10]
hub: node_621565375 51471 544489 [zone=normal color=blue max_drones=10]
hub: node_96925289 51470 544655 [zone=normal color=blue max_drones=2]
hub: node_96925291 51462 544655 [zone=normal color=blue max_drones=2]
hub: node_96925293 51461 544641 [zone=normal color=blue max_drones=2]
hub: node_667993876 51462 544658 [zone=normal color=blue max_drones=2]
hub: node_266875504 51456 544641 [zone=normal color=blue max_drones=2]
hub: node_96925296 51469 544640 [zone=normal color=blue max_drones=2]
hub: node_98081637 51588 544459 [zone=normal color=blue max_drones=2]
hub: node_2903641950 51588 544459 [zone=normal color=blue max_drones=2]
hub: node_122223540 51928 544252 [zone=normal color=blue max_drones=2]
hub: node_287739389 51358 544248 [zone=normal color=blue max_drones=2]
hub: node_126308298 51519 544276 [zone=normal color=blue max_drones=2]
hub: node_126308319 51512 544280 [zone=normal color=blue max_drones=2]
hub: node_973953874 51525 544284 [zone=normal color=blue max_drones=10]
hub: node_126308315 51498 544279 [zone=normal color=blue max_drones=2]
hub: node_126308328 51505 544269 [zone=normal color=blue max_drones=2]
hub: node_126319790 51499 544234 [zone=normal color=blue max_drones=2]
hub: node_1558545842 51497 544234 [zone=normal color=blue max_drones=2]
hub: node_973953846 51490 544283 [zone=normal color=blue max_drones=10]
hub: node_126432022 51461 544284 [zone=normal color=blue max_drones=10]
hub: node_316571443 51602 544146 [zone=normal color=blue max_drones=2]
hub: node_130426242 51661 544247 [zone=normal color=blue max_drones=2]
hub: node_735546299 51666 544246 [zone=normal color=blue max_drones=2]
hub: node_194450095 51668 544242 [zone=normal color=blue max_drones=10]
hub: node_535189101 51670 544259 [zone=normal color=blue max_drones=10]
hub: node_395526645 51590 544205 [zone=normal color=blue max_drones=5]
hub: node_140193098 51344 544188 [zone=normal color=blue max_drones=2]
hub: node_8460527621 51341 544187 [zone=normal color=blue max_drones=2]
hub: node_160324466 51354 544190 [zone=normal color=blue max_drones=2]
hub: node_8528768924 51345 544181 [zone=normal color=blue max_drones=2]
hub: node_140339610 51087 544104 [zone=normal color=blue max_drones=2]
hub: node_264349237 51114 544103 [zone=normal color=blue max_drones=2]
hub: node_264285546 51083 544105 [zone=normal color=blue max_drones=2]
hub: node_264126551 51108 544094 [zone=normal color=blue max_drones=2]
hub: node_140344561 51096 544073 [zone=normal color=blue max_drones=2]
hub: node_1120026811 51094 544065 [zone=normal color=blue max_drones=2]
hub: node_140344582 51102 544069 [zone=normal color=blue max_drones=2]
hub: node_291446371 51108 544062 [zone=normal color=blue max_drones=2]
hub: node_1120026809 51099 544059 [zone=normal color=blue max_drones=2]
hub: node_140344602 51105 544055 [zone=normal color=blue max_drones=2]
hub: node_140344618 51105 544050 [zone=normal color=blue max_drones=2]
hub: node_291446383 51107 544056 [zone=normal color=blue max_drones=2]
hub: node_140344628 51111 544052 [zone=normal color=blue max_drones=2]
hub: node_265612258 51104 544050 [zone=normal color=blue max_drones=2]
hub: node_140344639 51113 544050 [zone=normal color=blue max_drones=5]
hub: node_144800334 51386 544169 [zone=normal color=blue max_drones=2]
hub: node_925768448 51393 544174 [zone=normal color=blue max_drones=2]
